S.No, Employee_ID, Employee_Name, Company_ID, Company_Name, Designation, Department 
51,1051,Dell51,156,Dell,Infra,QA
52,1052,Dell52,156,Dell,juniorHR,HR
53,1053,Dell53,156,Dell,seniorHR,HR
54,1054,Dell54,156,Dell,SoftwareDeveloper,Dev
55,1055,Dell55,156,Dell,Manager,Management
56,1056,Dell56,156,Dell,Infra,QA
57,1057,Dell57,156,Dell,juniorHR,HR
58,1058,Dell58,156,Dell,seniorHR,HR
59,1059,Dell59,156,Dell,SoftwareDeveloper,Dev
60,1060,Dell60,156,Dell,Manager,Management
61,1061,Dell61,156,Dell,Infra,QA
62,1062,Dell62,156,Dell,juniorHR,HR
63,1063,Dell63,156,Dell,seniorHR,HR
64,1064,Dell64,156,Dell,SoftwareDeveloper,Dev
65,1065,Dell65,156,Dell,Manager,Management
66,1066,Dell66,156,Dell,Infra,QA
67,1067,Dell67,156,Dell,juniorHR,HR
68,1068,Dell68,156,Dell,seniorHR,HR
69,1069,Dell69,156,Dell,SoftwareDeveloper,Dev
70,1070,Dell70,156,Dell,Manager,Management
71,1071,Dell71,156,Dell,Infra,QA
72,1072,Dell72,156,Dell,juniorHR,HR
73,1073,Dell73,156,Dell,seniorHR,HR
74,1074,Dell74,156,Dell,SoftwareDeveloper,Dev
75,1075,Dell75,156,Dell,Manager,Management
76,1076,Dell76,156,Dell,Infra,QA
77,1077,Dell77,156,Dell,juniorHR,HR
78,1078,Dell78,156,Dell,seniorHR,HR
79,1079,Dell79,156,Dell,SoftwareDeveloper,Dev
80,1080,Dell80,156,Dell,Manager,Management
81,1081,Dell81,156,Dell,Infra,QA
82,1082,Dell82,156,Dell,juniorHR,HR
83,1083,Dell83,156,Dell,seniorHR,HR
84,1084,Dell84,156,Dell,SoftwareDeveloper,Dev
85,1085,Dell85,156,Dell,Manager,Management
86,1086,Dell86,156,Dell,Infra,QA
87,1087,Dell87,156,Dell,juniorHR,HR
88,1088,Dell88,156,Dell,seniorHR,HR
89,1089,Dell89,156,Dell,SoftwareDeveloper,Dev
90,1090,Dell90,156,Dell,Manager,Management
91,1091,Dell91,156,Dell,Infra,QA
92,1092,Dell92,156,Dell,juniorHR,HR
93,1093,Dell93,156,Dell,seniorHR,HR
94,1094,Dell94,156,Dell,SoftwareDeveloper,Dev
95,1095,Dell95,156,Dell,Manager,Management
96,1096,Dell96,156,Dell,Infra,QA
97,1097,Dell97,156,Dell,juniorHR,HR
98,1098,Dell98,156,Dell,seniorHR,HR
99,1099,Dell99,156,Dell,SoftwareDeveloper,Dev
100,1100,Dell100,156,Dell,Manager,Management
1,1001,Oracle1,123,Oracle,Infra,QA
2,1002,Oracle2,123,Oracle,juniorHR,HR
3,1003,Oracle3,123,Oracle,seniorHR,HR
4,1004,Oracle4,123,Oracle,SoftwareDeveloper,Dev
5,1005,Oracle5,123,Oracle,Manager,Management
6,1006,Oracle6,123,Oracle,Infra,QA
7,1007,Oracle7,123,Oracle,juniorHR,HR
8,1008,Oracle8,123,Oracle,seniorHR,HR
9,1009,Oracle9,123,Oracle,SoftwareDeveloper,Dev
10,1010,Oracle10,123,Oracle,Manager,Management
11,1011,Oracle11,123,Oracle,Infra,QA
12,1012,Oracle12,123,Oracle,juniorHR,HR
13,1013,Oracle13,123,Oracle,seniorHR,HR
14,1014,Oracle14,123,Oracle,SoftwareDeveloper,Dev
15,1015,Oracle15,123,Oracle,Manager,Management
16,1016,Oracle16,123,Oracle,Infra,QA
17,1017,Oracle17,123,Oracle,juniorHR,HR
18,1018,Oracle18,123,Oracle,seniorHR,HR
19,1019,Oracle19,123,Oracle,SoftwareDeveloper,Dev
20,1020,Oracle20,123,Oracle,Manager,Management
21,1021,Oracle21,123,Oracle,Infra,QA
22,1022,Oracle22,123,Oracle,juniorHR,HR
23,1023,Oracle23,123,Oracle,seniorHR,HR
24,1024,Oracle24,123,Oracle,SoftwareDeveloper,Dev
25,1025,Oracle25,123,Oracle,Manager,Management
26,1026,Oracle26,123,Oracle,Infra,QA
27,1027,Oracle27,123,Oracle,juniorHR,HR
28,1028,Oracle28,123,Oracle,seniorHR,HR
29,1029,Oracle29,123,Oracle,SoftwareDeveloper,Dev
30,1030,Oracle30,123,Oracle,Manager,Management
31,1031,Oracle31,123,Oracle,Infra,QA
32,1032,Oracle32,123,Oracle,juniorHR,HR
33,1033,Oracle33,123,Oracle,seniorHR,HR
34,1034,Oracle34,123,Oracle,SoftwareDeveloper,Dev
35,1035,Oracle35,123,Oracle,Manager,Management
36,1036,Oracle36,123,Oracle,Infra,QA
37,1037,Oracle37,123,Oracle,juniorHR,HR
38,1038,Oracle38,123,Oracle,seniorHR,HR
39,1039,Oracle39,123,Oracle,SoftwareDeveloper,Dev
40,1040,Oracle40,123,Oracle,Manager,Management
41,1041,Oracle41,123,Oracle,Infra,QA
42,1042,Oracle42,123,Oracle,juniorHR,HR
43,1043,Oracle43,123,Oracle,seniorHR,HR
44,1044,Oracle44,123,Oracle,SoftwareDeveloper,Dev
45,1045,Oracle45,123,Oracle,Manager,Management
46,1046,Oracle46,123,Oracle,Infra,QA
47,1047,Oracle47,123,Oracle,juniorHR,HR
48,1048,Oracle48,123,Oracle,seniorHR,HR
49,1049,Oracle49,123,Oracle,SoftwareDeveloper,Dev
50,1050,Oracle50,123,Oracle,Manager,Management
51,1051,Oracle51,123,Oracle,Infra,QA
52,1052,Oracle52,123,Oracle,juniorHR,HR
53,1053,Oracle53,123,Oracle,seniorHR,HR
54,1054,Oracle54,123,Oracle,SoftwareDeveloper,Dev
55,1055,Oracle55,123,Oracle,Manager,Management
56,1056,Oracle56,123,Oracle,Infra,QA
57,1057,Oracle57,123,Oracle,juniorHR,HR
58,1058,Oracle58,123,Oracle,seniorHR,HR
59,1059,Oracle59,123,Oracle,SoftwareDeveloper,Dev
60,1060,Oracle60,123,Oracle,Manager,Management
61,1061,Oracle61,123,Oracle,Infra,QA
62,1062,Oracle62,123,Oracle,juniorHR,HR
63,1063,Oracle63,123,Oracle,seniorHR,HR
64,1064,Oracle64,123,Oracle,SoftwareDeveloper,Dev
65,1065,Oracle65,123,Oracle,Manager,Management
66,1066,Oracle66,123,Oracle,Infra,QA
67,1067,Oracle67,123,Oracle,juniorHR,HR
68,1068,Oracle68,123,Oracle,seniorHR,HR
69,1069,Oracle69,123,Oracle,SoftwareDeveloper,Dev
70,1070,Oracle70,123,Oracle,Manager,Management
71,1071,Oracle71,123,Oracle,Infra,QA
72,1072,Oracle72,123,Oracle,juniorHR,HR
73,1073,Oracle73,123,Oracle,seniorHR,HR
74,1074,Oracle74,123,Oracle,SoftwareDeveloper,Dev
75,1075,Oracle75,123,Oracle,Manager,Management
76,1076,Oracle76,123,Oracle,Infra,QA
77,1077,Oracle77,123,Oracle,juniorHR,HR
78,1078,Oracle78,123,Oracle,seniorHR,HR
79,1079,Oracle79,123,Oracle,SoftwareDeveloper,Dev
80,1080,Oracle80,123,Oracle,Manager,Management
81,1081,Oracle81,123,Oracle,Infra,QA
82,1082,Oracle82,123,Oracle,juniorHR,HR
83,1083,Oracle83,123,Oracle,seniorHR,HR
84,1084,Oracle84,123,Oracle,SoftwareDeveloper,Dev
85,1085,Oracle85,123,Oracle,Manager,Management
86,1086,Oracle86,123,Oracle,Infra,QA
87,1087,Oracle87,123,Oracle,juniorHR,HR
88,1088,Oracle88,123,Oracle,seniorHR,HR
89,1089,Oracle89,123,Oracle,SoftwareDeveloper,Dev
90,1090,Oracle90,123,Oracle,Manager,Management
91,1091,Oracle91,123,Oracle,Infra,QA
92,1092,Oracle92,123,Oracle,juniorHR,HR
93,1093,Oracle93,123,Oracle,seniorHR,HR
94,1094,Oracle94,123,Oracle,SoftwareDeveloper,Dev
95,1095,Oracle95,123,Oracle,Manager,Management
96,1096,Oracle96,123,Oracle,Infra,QA
97,1097,Oracle97,123,Oracle,juniorHR,HR
98,1098,Oracle98,123,Oracle,seniorHR,HR
99,1099,Oracle99,123,Oracle,SoftwareDeveloper,Dev
100,1100,Oracle100,123,Oracle,Manager,Management
1,1001,MicroSoft1,456,MicroSoft,Infra,QA
2,1002,MicroSoft2,456,MicroSoft,juniorHR,HR
3,1003,MicroSoft3,456,MicroSoft,seniorHR,HR
4,1004,MicroSoft4,456,MicroSoft,SoftwareDeveloper,Dev
5,1005,MicroSoft5,456,MicroSoft,Manager,Management
6,1006,MicroSoft6,456,MicroSoft,Infra,QA
7,1007,MicroSoft7,456,MicroSoft,juniorHR,HR
8,1008,MicroSoft8,456,MicroSoft,seniorHR,HR
9,1009,MicroSoft9,456,MicroSoft,SoftwareDeveloper,Dev
10,1010,MicroSoft10,456,MicroSoft,Manager,Management
11,1011,MicroSoft11,456,MicroSoft,Infra,QA
12,1012,MicroSoft12,456,MicroSoft,juniorHR,HR
13,1013,MicroSoft13,456,MicroSoft,seniorHR,HR
14,1014,MicroSoft14,456,MicroSoft,SoftwareDeveloper,Dev
15,1015,MicroSoft15,456,MicroSoft,Manager,Management
16,1016,MicroSoft16,456,MicroSoft,Infra,QA
17,1017,MicroSoft17,456,MicroSoft,juniorHR,HR
18,1018,MicroSoft18,456,MicroSoft,seniorHR,HR
19,1019,MicroSoft19,456,MicroSoft,SoftwareDeveloper,Dev
20,1020,MicroSoft20,456,MicroSoft,Manager,Management
21,1021,MicroSoft21,456,MicroSoft,Infra,QA
22,1022,MicroSoft22,456,MicroSoft,juniorHR,HR
23,1023,MicroSoft23,456,MicroSoft,seniorHR,HR
24,1024,MicroSoft24,456,MicroSoft,SoftwareDeveloper,Dev
25,1025,MicroSoft25,456,MicroSoft,Manager,Management
26,1026,MicroSoft26,456,MicroSoft,Infra,QA
27,1027,MicroSoft27,456,MicroSoft,juniorHR,HR
28,1028,MicroSoft28,456,MicroSoft,seniorHR,HR
29,1029,MicroSoft29,456,MicroSoft,SoftwareDeveloper,Dev
30,1030,MicroSoft30,456,MicroSoft,Manager,Management
31,1031,MicroSoft31,456,MicroSoft,Infra,QA
32,1032,MicroSoft32,456,MicroSoft,juniorHR,HR
33,1033,MicroSoft33,456,MicroSoft,seniorHR,HR
34,1034,MicroSoft34,456,MicroSoft,SoftwareDeveloper,Dev
35,1035,MicroSoft35,456,MicroSoft,Manager,Management
36,1036,MicroSoft36,456,MicroSoft,Infra,QA
37,1037,MicroSoft37,456,MicroSoft,juniorHR,HR
38,1038,MicroSoft38,456,MicroSoft,seniorHR,HR
39,1039,MicroSoft39,456,MicroSoft,SoftwareDeveloper,Dev
40,1040,MicroSoft40,456,MicroSoft,Manager,Management
41,1041,MicroSoft41,456,MicroSoft,Infra,QA
42,1042,MicroSoft42,456,MicroSoft,juniorHR,HR
43,1043,MicroSoft43,456,MicroSoft,seniorHR,HR
44,1044,MicroSoft44,456,MicroSoft,SoftwareDeveloper,Dev
45,1045,MicroSoft45,456,MicroSoft,Manager,Management
46,1046,MicroSoft46,456,MicroSoft,Infra,QA
47,1047,MicroSoft47,456,MicroSoft,juniorHR,HR
48,1048,MicroSoft48,456,MicroSoft,seniorHR,HR
49,1049,MicroSoft49,456,MicroSoft,SoftwareDeveloper,Dev
50,1050,MicroSoft50,456,MicroSoft,Manager,Management
51,1051,MicroSoft51,456,MicroSoft,Infra,QA
52,1052,MicroSoft52,456,MicroSoft,juniorHR,HR
53,1053,MicroSoft53,456,MicroSoft,seniorHR,HR
54,1054,MicroSoft54,456,MicroSoft,SoftwareDeveloper,Dev
55,1055,MicroSoft55,456,MicroSoft,Manager,Management
56,1056,MicroSoft56,456,MicroSoft,Infra,QA
57,1057,MicroSoft57,456,MicroSoft,juniorHR,HR
58,1058,MicroSoft58,456,MicroSoft,seniorHR,HR
59,1059,MicroSoft59,456,MicroSoft,SoftwareDeveloper,Dev
60,1060,MicroSoft60,456,MicroSoft,Manager,Management
61,1061,MicroSoft61,456,MicroSoft,Infra,QA
62,1062,MicroSoft62,456,MicroSoft,juniorHR,HR
63,1063,MicroSoft63,456,MicroSoft,seniorHR,HR
64,1064,MicroSoft64,456,MicroSoft,SoftwareDeveloper,Dev
65,1065,MicroSoft65,456,MicroSoft,Manager,Management
66,1066,MicroSoft66,456,MicroSoft,Infra,QA
67,1067,MicroSoft67,456,MicroSoft,juniorHR,HR
68,1068,MicroSoft68,456,MicroSoft,seniorHR,HR
69,1069,MicroSoft69,456,MicroSoft,SoftwareDeveloper,Dev
70,1070,MicroSoft70,456,MicroSoft,Manager,Management
71,1071,MicroSoft71,456,MicroSoft,Infra,QA
72,1072,MicroSoft72,456,MicroSoft,juniorHR,HR
73,1073,MicroSoft73,456,MicroSoft,seniorHR,HR
74,1074,MicroSoft74,456,MicroSoft,SoftwareDeveloper,Dev
75,1075,MicroSoft75,456,MicroSoft,Manager,Management
76,1076,MicroSoft76,456,MicroSoft,Infra,QA
77,1077,MicroSoft77,456,MicroSoft,juniorHR,HR
78,1078,MicroSoft78,456,MicroSoft,seniorHR,HR
79,1079,MicroSoft79,456,MicroSoft,SoftwareDeveloper,Dev
80,1080,MicroSoft80,456,MicroSoft,Manager,Management
81,1081,MicroSoft81,456,MicroSoft,Infra,QA
82,1082,MicroSoft82,456,MicroSoft,juniorHR,HR
83,1083,MicroSoft83,456,MicroSoft,seniorHR,HR
84,1084,MicroSoft84,456,MicroSoft,SoftwareDeveloper,Dev
85,1085,MicroSoft85,456,MicroSoft,Manager,Management
86,1086,MicroSoft86,456,MicroSoft,Infra,QA
87,1087,MicroSoft87,456,MicroSoft,juniorHR,HR
88,1088,MicroSoft88,456,MicroSoft,seniorHR,HR
89,1089,MicroSoft89,456,MicroSoft,SoftwareDeveloper,Dev
90,1090,MicroSoft90,456,MicroSoft,Manager,Management
91,1091,MicroSoft91,456,MicroSoft,Infra,QA
92,1092,MicroSoft92,456,MicroSoft,juniorHR,HR
93,1093,MicroSoft93,456,MicroSoft,seniorHR,HR
94,1094,MicroSoft94,456,MicroSoft,SoftwareDeveloper,Dev
95,1095,MicroSoft95,456,MicroSoft,Manager,Management
96,1096,MicroSoft96,456,MicroSoft,Infra,QA
97,1097,MicroSoft97,456,MicroSoft,juniorHR,HR
98,1098,MicroSoft98,456,MicroSoft,seniorHR,HR
99,1099,MicroSoft99,456,MicroSoft,SoftwareDeveloper,Dev
100,1100,MicroSoft100,456,MicroSoft,Manager,Management
1,1001,Infosys1,745,Infosys,Infra,QA
2,1002,Infosys2,745,Infosys,juniorHR,HR
3,1003,Infosys3,745,Infosys,seniorHR,HR
4,1004,Infosys4,745,Infosys,SoftwareDeveloper,Dev
5,1005,Infosys5,745,Infosys,Manager,Management
6,1006,Infosys6,745,Infosys,Infra,QA
7,1007,Infosys7,745,Infosys,juniorHR,HR
8,1008,Infosys8,745,Infosys,seniorHR,HR
9,1009,Infosys9,745,Infosys,SoftwareDeveloper,Dev
10,1010,Infosys10,745,Infosys,Manager,Management
11,1011,Infosys11,745,Infosys,Infra,QA
12,1012,Infosys12,745,Infosys,juniorHR,HR
13,1013,Infosys13,745,Infosys,seniorHR,HR
14,1014,Infosys14,745,Infosys,SoftwareDeveloper,Dev
15,1015,Infosys15,745,Infosys,Manager,Management
16,1016,Infosys16,745,Infosys,Infra,QA
17,1017,Infosys17,745,Infosys,juniorHR,HR
18,1018,Infosys18,745,Infosys,seniorHR,HR
19,1019,Infosys19,745,Infosys,SoftwareDeveloper,Dev
20,1020,Infosys20,745,Infosys,Manager,Management
21,1021,Infosys21,745,Infosys,Infra,QA
22,1022,Infosys22,745,Infosys,juniorHR,HR
23,1023,Infosys23,745,Infosys,seniorHR,HR
24,1024,Infosys24,745,Infosys,SoftwareDeveloper,Dev
25,1025,Infosys25,745,Infosys,Manager,Management
26,1026,Infosys26,745,Infosys,Infra,QA
27,1027,Infosys27,745,Infosys,juniorHR,HR
28,1028,Infosys28,745,Infosys,seniorHR,HR
29,1029,Infosys29,745,Infosys,SoftwareDeveloper,Dev
30,1030,Infosys30,745,Infosys,Manager,Management
31,1031,Infosys31,745,Infosys,Infra,QA
32,1032,Infosys32,745,Infosys,juniorHR,HR
33,1033,Infosys33,745,Infosys,seniorHR,HR
34,1034,Infosys34,745,Infosys,SoftwareDeveloper,Dev
35,1035,Infosys35,745,Infosys,Manager,Management
36,1036,Infosys36,745,Infosys,Infra,QA
37,1037,Infosys37,745,Infosys,juniorHR,HR
38,1038,Infosys38,745,Infosys,seniorHR,HR
39,1039,Infosys39,745,Infosys,SoftwareDeveloper,Dev
40,1040,Infosys40,745,Infosys,Manager,Management
41,1041,Infosys41,745,Infosys,Infra,QA
42,1042,Infosys42,745,Infosys,juniorHR,HR
43,1043,Infosys43,745,Infosys,seniorHR,HR
44,1044,Infosys44,745,Infosys,SoftwareDeveloper,Dev
45,1045,Infosys45,745,Infosys,Manager,Management
46,1046,Infosys46,745,Infosys,Infra,QA
47,1047,Infosys47,745,Infosys,juniorHR,HR
48,1048,Infosys48,745,Infosys,seniorHR,HR
49,1049,Infosys49,745,Infosys,SoftwareDeveloper,Dev
50,1050,Infosys50,745,Infosys,Manager,Management
51,1051,Infosys51,745,Infosys,Infra,QA
52,1052,Infosys52,745,Infosys,juniorHR,HR
53,1053,Infosys53,745,Infosys,seniorHR,HR
54,1054,Infosys54,745,Infosys,SoftwareDeveloper,Dev
55,1055,Infosys55,745,Infosys,Manager,Management
56,1056,Infosys56,745,Infosys,Infra,QA
57,1057,Infosys57,745,Infosys,juniorHR,HR
58,1058,Infosys58,745,Infosys,seniorHR,HR
59,1059,Infosys59,745,Infosys,SoftwareDeveloper,Dev
60,1060,Infosys60,745,Infosys,Manager,Management
61,1061,Infosys61,745,Infosys,Infra,QA
62,1062,Infosys62,745,Infosys,juniorHR,HR
63,1063,Infosys63,745,Infosys,seniorHR,HR
64,1064,Infosys64,745,Infosys,SoftwareDeveloper,Dev
65,1065,Infosys65,745,Infosys,Manager,Management
66,1066,Infosys66,745,Infosys,Infra,QA
67,1067,Infosys67,745,Infosys,juniorHR,HR
68,1068,Infosys68,745,Infosys,seniorHR,HR
69,1069,Infosys69,745,Infosys,SoftwareDeveloper,Dev
70,1070,Infosys70,745,Infosys,Manager,Management
71,1071,Infosys71,745,Infosys,Infra,QA
72,1072,Infosys72,745,Infosys,juniorHR,HR
73,1073,Infosys73,745,Infosys,seniorHR,HR
74,1074,Infosys74,745,Infosys,SoftwareDeveloper,Dev
75,1075,Infosys75,745,Infosys,Manager,Management
76,1076,Infosys76,745,Infosys,Infra,QA
77,1077,Infosys77,745,Infosys,juniorHR,HR
78,1078,Infosys78,745,Infosys,seniorHR,HR
79,1079,Infosys79,745,Infosys,SoftwareDeveloper,Dev
80,1080,Infosys80,745,Infosys,Manager,Management
81,1081,Infosys81,745,Infosys,Infra,QA
82,1082,Infosys82,745,Infosys,juniorHR,HR
83,1083,Infosys83,745,Infosys,seniorHR,HR
84,1084,Infosys84,745,Infosys,SoftwareDeveloper,Dev
85,1085,Infosys85,745,Infosys,Manager,Management
86,1086,Infosys86,745,Infosys,Infra,QA
87,1087,Infosys87,745,Infosys,juniorHR,HR
88,1088,Infosys88,745,Infosys,seniorHR,HR
89,1089,Infosys89,745,Infosys,SoftwareDeveloper,Dev
90,1090,Infosys90,745,Infosys,Manager,Management
91,1091,Infosys91,745,Infosys,Infra,QA
92,1092,Infosys92,745,Infosys,juniorHR,HR
93,1093,Infosys93,745,Infosys,seniorHR,HR
94,1094,Infosys94,745,Infosys,SoftwareDeveloper,Dev
95,1095,Infosys95,745,Infosys,Manager,Management
96,1096,Infosys96,745,Infosys,Infra,QA
97,1097,Infosys97,745,Infosys,juniorHR,HR
98,1098,Infosys98,745,Infosys,seniorHR,HR
99,1099,Infosys99,745,Infosys,SoftwareDeveloper,Dev
100,1100,Infosys100,745,Infosys,Manager,Management
1,1001,Wipro1,521,Wipro,Infra,QA
2,1002,Wipro2,521,Wipro,juniorHR,HR
3,1003,Wipro3,521,Wipro,seniorHR,HR
4,1004,Wipro4,521,Wipro,SoftwareDeveloper,Dev
5,1005,Wipro5,521,Wipro,Manager,Management
6,1006,Wipro6,521,Wipro,Infra,QA
7,1007,Wipro7,521,Wipro,juniorHR,HR
8,1008,Wipro8,521,Wipro,seniorHR,HR
9,1009,Wipro9,521,Wipro,SoftwareDeveloper,Dev
10,1010,Wipro10,521,Wipro,Manager,Management
11,1011,Wipro11,521,Wipro,Infra,QA
12,1012,Wipro12,521,Wipro,juniorHR,HR
13,1013,Wipro13,521,Wipro,seniorHR,HR
14,1014,Wipro14,521,Wipro,SoftwareDeveloper,Dev
15,1015,Wipro15,521,Wipro,Manager,Management
16,1016,Wipro16,521,Wipro,Infra,QA
17,1017,Wipro17,521,Wipro,juniorHR,HR
18,1018,Wipro18,521,Wipro,seniorHR,HR
19,1019,Wipro19,521,Wipro,SoftwareDeveloper,Dev
20,1020,Wipro20,521,Wipro,Manager,Management
21,1021,Wipro21,521,Wipro,Infra,QA
22,1022,Wipro22,521,Wipro,juniorHR,HR
23,1023,Wipro23,521,Wipro,seniorHR,HR
24,1024,Wipro24,521,Wipro,SoftwareDeveloper,Dev
25,1025,Wipro25,521,Wipro,Manager,Management
26,1026,Wipro26,521,Wipro,Infra,QA
27,1027,Wipro27,521,Wipro,juniorHR,HR
28,1028,Wipro28,521,Wipro,seniorHR,HR
29,1029,Wipro29,521,Wipro,SoftwareDeveloper,Dev
30,1030,Wipro30,521,Wipro,Manager,Management
31,1031,Wipro31,521,Wipro,Infra,QA
32,1032,Wipro32,521,Wipro,juniorHR,HR
33,1033,Wipro33,521,Wipro,seniorHR,HR
34,1034,Wipro34,521,Wipro,SoftwareDeveloper,Dev
35,1035,Wipro35,521,Wipro,Manager,Management
36,1036,Wipro36,521,Wipro,Infra,QA
37,1037,Wipro37,521,Wipro,juniorHR,HR
38,1038,Wipro38,521,Wipro,seniorHR,HR
39,1039,Wipro39,521,Wipro,SoftwareDeveloper,Dev
40,1040,Wipro40,521,Wipro,Manager,Management
41,1041,Wipro41,521,Wipro,Infra,QA
42,1042,Wipro42,521,Wipro,juniorHR,HR
43,1043,Wipro43,521,Wipro,seniorHR,HR
44,1044,Wipro44,521,Wipro,SoftwareDeveloper,Dev
45,1045,Wipro45,521,Wipro,Manager,Management
46,1046,Wipro46,521,Wipro,Infra,QA
47,1047,Wipro47,521,Wipro,juniorHR,HR
48,1048,Wipro48,521,Wipro,seniorHR,HR
49,1049,Wipro49,521,Wipro,SoftwareDeveloper,Dev
50,1050,Wipro50,521,Wipro,Manager,Management
51,1051,Wipro51,521,Wipro,Infra,QA
52,1052,Wipro52,521,Wipro,juniorHR,HR
53,1053,Wipro53,521,Wipro,seniorHR,HR
54,1054,Wipro54,521,Wipro,SoftwareDeveloper,Dev
55,1055,Wipro55,521,Wipro,Manager,Management
56,1056,Wipro56,521,Wipro,Infra,QA
57,1057,Wipro57,521,Wipro,juniorHR,HR
58,1058,Wipro58,521,Wipro,seniorHR,HR
59,1059,Wipro59,521,Wipro,SoftwareDeveloper,Dev
60,1060,Wipro60,521,Wipro,Manager,Management
61,1061,Wipro61,521,Wipro,Infra,QA
62,1062,Wipro62,521,Wipro,juniorHR,HR
63,1063,Wipro63,521,Wipro,seniorHR,HR
64,1064,Wipro64,521,Wipro,SoftwareDeveloper,Dev
65,1065,Wipro65,521,Wipro,Manager,Management
66,1066,Wipro66,521,Wipro,Infra,QA
67,1067,Wipro67,521,Wipro,juniorHR,HR
68,1068,Wipro68,521,Wipro,seniorHR,HR
69,1069,Wipro69,521,Wipro,SoftwareDeveloper,Dev
70,1070,Wipro70,521,Wipro,Manager,Management
71,1071,Wipro71,521,Wipro,Infra,QA
72,1072,Wipro72,521,Wipro,juniorHR,HR
73,1073,Wipro73,521,Wipro,seniorHR,HR
74,1074,Wipro74,521,Wipro,SoftwareDeveloper,Dev
75,1075,Wipro75,521,Wipro,Manager,Management
76,1076,Wipro76,521,Wipro,Infra,QA
77,1077,Wipro77,521,Wipro,juniorHR,HR
78,1078,Wipro78,521,Wipro,seniorHR,HR
79,1079,Wipro79,521,Wipro,SoftwareDeveloper,Dev
80,1080,Wipro80,521,Wipro,Manager,Management
81,1081,Wipro81,521,Wipro,Infra,QA
82,1082,Wipro82,521,Wipro,juniorHR,HR
83,1083,Wipro83,521,Wipro,seniorHR,HR
84,1084,Wipro84,521,Wipro,SoftwareDeveloper,Dev
85,1085,Wipro85,521,Wipro,Manager,Management
86,1086,Wipro86,521,Wipro,Infra,QA
87,1087,Wipro87,521,Wipro,juniorHR,HR
88,1088,Wipro88,521,Wipro,seniorHR,HR
89,1089,Wipro89,521,Wipro,SoftwareDeveloper,Dev
90,1090,Wipro90,521,Wipro,Manager,Management
91,1091,Wipro91,521,Wipro,Infra,QA
92,1092,Wipro92,521,Wipro,juniorHR,HR
93,1093,Wipro93,521,Wipro,seniorHR,HR
94,1094,Wipro94,521,Wipro,SoftwareDeveloper,Dev
95,1095,Wipro95,521,Wipro,Manager,Management
96,1096,Wipro96,521,Wipro,Infra,QA
97,1097,Wipro97,521,Wipro,juniorHR,HR
98,1098,Wipro98,521,Wipro,seniorHR,HR
99,1099,Wipro99,521,Wipro,SoftwareDeveloper,Dev
100,1100,Wipro100,521,Wipro,Manager,Management
